time,nom_z_fl,nom_z_fr,nom_z_rl,nom_z_rr,cmd_z_fl,cmd_z_fr,cmd_z_rl,cmd_z_rr,clearance_mm_fl,clearance_mm_fr,clearance_mm_rl,clearance_mm_rr,roll,pitch
0.0,0.07695437427261116,0.07695437427260754,0.07695437427246904,0.07695437427246565,0.07695437648508585,0.07695436535340079,0.07695436732657131,0.07695436738868476,-0.6782857459344677,-0.6783093206858964,-0.6714986593946287,-0.6715260336991081,0.00011106374153228976,0.005824402132987083
0.02,0.07695437427261116,0.07695437427260754,0.07695437427246904,0.07695437427246565,0.07695437648508585,0.07695436535340079,0.07695436732657131,0.07695436738868476,-2.016084145937562,-2.0168029569895136,-1.821701095339502,-1.8225294175000863,0.0010783170563694894,0.0682058180032348
0.04,0.07695437427261116,0.07695437427260754,0.07695437427246904,0.07695437427246565,0.07695437648508585,0.07695436535340079,0.07695436732657131,0.07695436738868476,-2.3329747818359308,-2.3347833495773878,-2.0732824580324096,-2.0751936595543827,0.0017437230817840199,0.0647530173345741
0.06,0.07695437427261116,0.07695437427260754,0.07695437427246904,0.07695437427246565,0.07695437648508585,0.07695436535340079,0.07695436732657131,0.07695436738868476,-2.1887631202755395,-2.1917049656290932,-2.084781779152299,-2.087597335731134,0.002223945534319757,0.01567121635033532
0.08,0.07695437427261116,0.07695437427260754,0.07695437427246904,0.07695437427246565,0.07695437648508585,0.07695436535340079,0.07695436732657131,0.07695436738868476,-1.93994063605743,-1.9438382551919333,-2.0514567977562224,-2.0549861531453244,0.002595178413731019,-0.038502168131342385
0.1,0.07695437427261116,0.07695437427260754,0.07695437427246904,0.07695437427246565,0.07695437648508585,0.07695436535340079,0.07695436732657131,0.07695436738868476,-1.7451666536540054,-1.7497501403560232,-2.020130674576938,-2.0241685161326157,0.002870029681812326,-0.07655131525296914
0.12,0.07695437427261116,0.07695437427260754,0.07695437427246904,0.07695437427246565,0.07695437648508585,0.07695436535340079,0.07695436732657131,0.07695436738868476,-1.6423630590274714,-1.647332318575223,-1.987386839526553,-1.9917489364709855,0.0030426825194292714,-0.09142232915151802
0.14,0.07695437427261116,0.07695437427260754,0.07695437427246904,0.07695437427246565,0.07695437648508585,0.07695436535340079,0.07695436732657131,0.07695436738868476,-1.6099796238243023,-1.615083763329063,-1.9476739723589889,-1.9521998622142565,0.0031118604430295607,-0.08804597902322772
0.16,0.07695437427261116,0.07695437427260754,0.07695437427246904,0.07695437427246565,0.07695437648508585,0.07695436535340079,0.07695436732657131,0.07695436738868476,-1.6156753634583263,-1.6207145336058701,-1.906544308531242,-1.911096849533122,0.0030987429872448517,-0.07564365075539788
0.18,0.07695437427261116,0.07695437427260754,0.07695437427246904,0.07695437427246565,0.07695437648508585,0.07695436535340079,0.07695436732657131,0.07695436738868476,-1.6376399550343603,-1.642484005711365,-1.8684632187727854,-1.8729310890381705,0.003030748777923709,-0.06081754380321204
0.2,0.07695437427261116,0.07695437427260754,0.07695437427246904,0.07695437427246565,0.07695437648508585,0.07695436535340079,0.07695436732657131,0.07695436738868476,-1.6629414504222249,-1.6675271027689862,-1.8356565219610175,-1.8399704116149156,0.0029338088667637523,-0.04680636292505176
0.22,0.07695437427261116,0.07695437427260754,0.07695437427246904,0.07695437427246565,0.07695437648508585,0.07695436535340079,0.07695436732657131,0.07695436738868476,-1.6846751036556813,-1.6889941019783312,-1.809936183771236,-1.8140662939033214,0.0028318893043849163,-0.035625830027179714
0.24,0.07695437427261116,0.07695437427260754,0.07695437427246904,0.07695437427246565,0.07695437648508585,0.07695436535340079,0.07695436732657131,0.07695436738868476,-1.6994912622757332,-1.7035681791800346,-1.7928923364454348,-1.7968456086361537,0.0027430451573022797,-0.02865494789207514
0.26,0.07695437427261116,0.07695437427260754,0.07695437427246904,0.07695437427246565,0.07695437648508585,0.07695436535340079,0.07695436732657131,0.07695436738868476,-1.7064826059270468,-1.710369209039414,-1.7853112380849454,-1.789127422103534,0.002676114854460231,-0.02565987826089746
0.28,0.07695437427261116,0.07695437427260754,0.07695437427246904,0.07695437427246565,0.07695437648508585,0.07695436535340079,0.07695436732657131,0.07695436738868476,-1.7078387242338393,-1.7116069215729959,-1.7850745830429657,-1.7887957938387926,0.002632785527451667,-0.025528902255354462
0.3,0.07695437427261116,0.07695437427260754,0.07695437427246904,0.07695437427246565,0.07695437648508585,0.07695436535340079,0.07695436732657131,0.07695436738868476,-1.7060058184098121,-1.7097207739672702,-1.7889487428463455,-1.7926201227529277,0.002614422260415519,-0.027048726758301136
0.32,0.07695437427261116,0.07695437427260754,0.07695437427246904,0.07695437427246565,0.07695437648508585,0.07695436535340079,0.07695436732657131,0.07695436738868476,-1.7028088505972212,-1.7065201597916828,-1.794310996631257,-1.7979750761416244,0.0026179804492872404,-0.02924307360140767
0.34,0.07695437427261116,0.07695437427260754,0.07695437427246904,0.07695437427246565,0.07695437648508585,0.07695436535340079,0.07695436732657131,0.07695436738868476,-1.699428162896803,-1.703167757084619,-1.7995005479213289,-1.8031870704949409,0.0026360202426082,-0.031464546692329065
0.36,0.07695437427261116,0.07695437427260754,0.07695437427246904,0.07695437427246565,0.07695437648508585,0.07695436535340079,0.07695436732657131,0.07695436738868476,-1.6965144520362934,-1.7002986176668893,-1.8036826828062291,-1.8074078056035843,0.002661425778809547,-0.03335766740000702
0.38,0.07695437427261116,0.07695437427260754,0.07695437427246904,0.07695437427246565,0.07695437648508585,0.07695436535340079,0.07695436732657131,0.07695436738868476,-1.6943356766639246,-1.69816841408868,-1.8066005153019176,-1.810369198104636,0.0026884740572909378,-0.03478401882108002
0.4,0.07695437427261116,0.07695437427260754,0.07695437427246904,0.07695437427246565,0.07695437648508585,0.07695436535340079,0.07695436732657131,0.07695436738868476,-1.6929134880236847,-1.6967902768125036,-1.8083406160279911,-1.8121498935102371,0.002713162906639005,-0.035744879645858055
0.42,0.07695437427261116,0.07695437427260754,0.07695437427246904,0.07695437427246565,0.07695437648508585,0.07695436535340079,0.07695436732657131,0.07695436738868476,-1.6921344584835094,-1.6960458380151124,-1.8091525600107543,-1.812994771054968,0.0027331747203159806,-0.03631644239008388
0.44,0.07695437427261116,0.07695437427260754,0.07695437427246904,0.07695437427246565,0.07695437648508585,0.07695436535340079,0.07695436732657131,0.07695436738868476,-1.6918799321419056,-1.6957136357860016,-1.8094531809374654,-1.8131093419468634,0.002666897347456143,-0.0366000522818528
0.46,0.07695437427261116,0.07695437427260754,0.07695437427246904,0.07695437427246565,0.07695437648508585,0.07695436535340079,0.07695436732657131,0.07695436738868476,-1.6923765846007626,-1.6951601983591809,-1.8101324552617544,-1.8122428600329983,0.002028120455765533,-0.03666695094976228
0.48,0.07695437427261116,0.07695437427260754,0.07695437427246904,0.07695437427246565,0.07695437648508585,0.07695436535340079,0.07695436732657131,0.07695436738868476,-1.6927700520495519,-1.6949278667545662,-1.8101898884957528,-1.811668497020826,0.0017438331781526718,-0.036607566232538045
0.5,0.07695437427261116,0.07695437427260754,0.07695437427246904,0.07695437427246565,0.07695437648508585,0.07695436535340079,0.07695436732657131,0.07695436738868476,-1.6929669154174924,-1.694990961438554,-1.8098767139931027,-1.8113590814772194,0.0017095471290223228,-0.0365000161864255
0.52,0.07695437427261116,0.07695437427260754,0.07695437427246904,0.07695437427246565,0.07695437648508585,0.07695436535340079,0.07695436732657131,0.07695436738868476,-1.6930118281436035,-1.6952364464468683,-1.8094200367085902,-1.8112278094717418,0.0018339219469716613,-0.03638089174566721
0.54,0.07695437427261116,0.07695437427260754,0.07695437427246904,0.07695437427246565,0.07695437648508585,0.07695436535340079,0.07695436732657131,0.07695436738868476,-1.6929533531750973,-1.6955653406345652,-1.8089431809607432,-1.8112221138560647,0.002044049083072612,-0.036270255154748646
0.56,0.07695437427261116,0.07695437427260754,0.07695437427246904,0.07695437427246565,0.07695437648508585,0.07695436535340079,0.07695436732657131,0.07695436738868476,-1.6928550505604032,-1.6958942690887997,-1.808517293850103,-1.8112936686288383,0.002270160404564257,-0.036178318711329004
0.58,0.07695437427261116,0.07695437427260754,0.07695437427246904,0.07695437427246565,0.07695437648508585,0.07695436535340079,0.07695436732657131,0.07695436738868476,-1.6934707205194521,-1.6955235196543448,-1.8085307480030892,-1.8110570102175052,0.0017578340801705668,-0.03614321249919266
0.6,0.07695437427261116,0.07695437427260754,0.07695437427246904,0.07695437427246565,0.07695437648508585,0.07695436535340079,0.07695436732657131,0.07695436738868476,-1.6939318813172441,-1.6951374569908924,-1.8087687519185853,-1.8107574520507195,0.001449057332482071,-0.03620285057134549
0.62,0.07695437427261116,0.07695437427260754,0.07695437427246904,0.07695437427246565,0.07695437648508585,0.07695436535340079,0.07695436732657131,0.07695436738868476,-1.6939150668739793,-1.6950239570304033,-1.8088839458973542,-1.8107212971715247,0.0014557340131858842,-0.0363169042308838
0.64,0.07695437427261116,0.07695437427260754,0.07695437427246904,0.07695437427246565,0.07695437648508585,0.07695436535340079,0.07695436732657131,0.07695436738868476,-1.6936337996627873,-1.6950997802248138,-1.8088557556118836,-1.8109017206532976,0.0016484654579666145,-0.03644912746440013
0.66,0.07695437427261116,0.07695437427260754,0.07695437427246904,0.07695437427246565,0.07695437648508585,0.07695436535340079,0.07695436732657131,0.07695436738868476,-1.6932446730040795,-1.6952925790572857,-1.808725679944962,-1.811198679884267,0.0019354636672315724,-0.03658035098523587
0.68,0.07695437427261116,0.07695437427260754,0.07695437427246904,0.07695437427246565,0.07695437648508585,0.07695436535340079,0.07695436732657131,0.07695436738868476,-1.692845731973789,-1.6955371016615859,-1.8085444782954228,-1.811524398779317,0.0022458922933589953,-0.03670138932770034
0.7000000000000001,0.07695437427261116,0.07695437427260754,0.07695437427246904,0.07695437427246565,0.07695437648508585,0.07695436535340079,0.07695436732657131,0.07695436738868476,-1.6924943346751133,-1.6957808498040579,-1.8083556131877483,-1.811818851768076,0.0025301390881747516,-0.036809000349429036
0.72,0.07695437427261116,0.07695437427260754,0.07695437427246904,0.07695437427246565,0.07695437648508585,0.07695436535340079,0.07695436732657131,0.07695436738868476,-1.6922190714491505,-1.6959885448409941,-1.808189817259602,-1.812049441501859,0.002758939312065253,-0.03690327004617827
0.74,0.07695437427261116,0.07695437427260754,0.07695437427246904,0.07695437427246565,0.07695437648508585,0.07695436535340079,0.07695436732657131,0.07695436738868476,-1.6920281705849889,-1.6961419851236441,-1.8080644583072827,-1.8122053159698412,0.002920347981913816,-0.0369859072974979
0.76,0.07695437427261116,0.07695437427260754,0.07695437427246904,0.07695437427246565,0.07695437648508585,0.07695436535340079,0.07695436732657131,0.07695436738868476,-1.691916174946448,-1.696236953018862,-1.8079853237073575,-1.8122904984272312,0.003015471526111327,-0.03705917915302451
0.78,0.07695437427261116,0.07695437427260754,0.07695437427246904,0.07695437427246565,0.07695437648508585,0.07695436535340079,0.07695436732657131,0.07695436738868476,-1.6918695036269167,-1.696278995579177,-1.8079495580748186,-1.8123176023817495,0.003053911325390511,-0.03712529432667692
0.8,0.07695437427261116,0.07695437427260754,0.07695437427246904,0.07695437427246565,0.07695437648508585,0.07695436535340079,0.07695436732657131,0.07695436738868476,-1.6918709694867182,-1.696279256306471,-1.8079489067654304,-1.8123028267843198,0.003049616648584858,-0.03718609491095813
0.8200000000000001,0.07695437427261116,0.07695437427260754,0.07695437427246904,0.07695437427246565,0.07695437648508585,0.07695436535340079,0.07695436732657131,0.07695436738868476,-1.6919031838459886,-1.6962509815454905,-1.8079726830662022,-1.812262396959082,0.0030175589836687394,-0.03724295156573416
0.84,0.07695437427261116,0.07695437427260754,0.07695437427246904,0.07695437427246565,0.07695437648508585,0.07695436535340079,0.07695436732657131,0.07695436738868476,-1.6919508343647347,-1.6962069552718846,-1.8080101123688075,-1.8122103484164882,0.002971392271177909,-0.03729678211954771
0.86,0.07695437427261116,0.07695437427260754,0.07695437427246904,0.07695437427246565,0.07695437648508585,0.07695436535340079,0.07695436732657131,0.07695436738868476,-1.6920019315335848,-1.6961578853978074,-1.808051914209935,-1.8121574228527997,0.0029220772434655957,-0.037348133618809315
0.88,0.07695437427261116,0.07695437427260754,0.07695437427246904,0.07695437427246565,0.07695437648508585,0.07695436535340079,0.07695436732657131,0.07695436738868476,-1.692048209769599,-1.6961116283238722,-1.808091143620936,-1.8121107997774166,0.002877327471079031,-0.03739728578518486
0.9,0.07695437427261116,0.07695437427260754,0.07695437427246904,0.07695437427246565,0.07695437648508585,0.07695436535340079,0.07695436732657131,0.07695436738868476,-1.6920849150164619,-1.6960730678370963,-1.8081234166781972,-1.8120743907296435,0.0028416736852336344,-0.037444349536129656
0.92,0.07695437427261116,0.07695437427260754,0.07695437427246904,0.07695437427246565,0.07695437648508585,0.07695436535340079,0.07695436732657131,0.07695436738868476,-1.692110212912313,-1.6960444414939637,-1.8081466942246813,-1.8120494555678852,0.002816929478249299,-0.0374893469038766
0.9400000000000001,0.07695437427261116,0.07695437427260754,0.07695437427246904,0.07695437427246565,0.07695437648508585,0.07695436535340079,0.07695436732657131,0.07695436738868476,-1.692124422251022,-1.696025918523563,-1.8081608035738217,-1.812035347902294,0.002802861325442879,-0.03753226787194136
0.96,0.07695437427261116,0.07695437427260754,0.07695437427246904,0.07695437427246565,0.07695437648508585,0.07695436535340079,0.07695436732657131,0.07695436738868476,-1.6921292319366301,-1.6960162658148716,-1.8081668549612753,-1.8120302493840093,0.002797905162600399,-0.037573105439428774
0.98,0.07695437427261116,0.07695437427260754,0.07695437427246904,0.07695437427246565,0.07695437648508585,0.07695436535340079,0.07695436732657131,0.07695436738868476,-1.6921270081314486,-1.696013481711299,-1.808166671279733,-1.8120318030757157,0.0027998187286516056,-0.03761187318744996
1.0,0.07695437427261116,0.07695437427260754,0.07695437427246904,0.07695437427246565,0.07695437648508585,0.07695436535340079,0.07695436732657131,0.07695436738868476,-1.692120250409851,-1.6960153221628262,-1.8081623073298858,-1.8120375998083027,0.00280620472551444,-0.037648610537181174
1.02,0.07695437427261116,0.07695437427260754,0.07695437427246904,0.07695437427246565,0.07695437648508585,0.07695436535340079,0.07695436732657131,0.07695436738868476,-1.692111216530151,-1.6960196837918078,-1.8081556961180023,-1.8120455057000842,0.00281487885939212,-0.03768338053042826
1.04,0.07695437427261116,0.07695437427260754,0.07695437427246904,0.07695437427246565,0.07695437648508585,0.07695436535340079,0.07695436732657131,0.07695436738868476,-1.6921017070263797,-1.6960248398219697,-1.8081484289970453,-1.8120538430573887,0.002824086137955353,-0.03771626397136915
